Species,DistanceToNearestRiver,Aspect Eastness,Aspect Northness,Elevation,Latitude,BIOEnd12,Slope,pH,BIOEnd1,WindExposition,BIOEnd3,RedDeer,BIOEnd7,BIOEnd15
Pseudopanax crassifolius,0.08519359918904336,0.04193915464816415,0.05448860065209342,0.08074104503590634,0.14934666471463895,0.08129149724653832,0.07852465988015561,0.10231748056303017,0.07397446678189883,0.05069394271631135,0.06403021148706206,0.0027126042170082776,0.09376375668569396,0.040982316182455146
Neomyrtus pedunculata,0.05153032849454673,0.05130033960644693,0.043387501492871905,0.08132465706692647,0.15146011182863434,0.15407814058389524,0.04569235072279657,0.04571979160056844,0.05715778690524479,0.12001624753908424,0.06326955338847118,0.003676089942899542,0.07482748441091074,0.05655961641670293
Metrosideros fulgens,0.025504301198654926,0.03224370070860792,0.035571009400278075,0.11541846310859517,0.0923800042241027,0.10415120413245321,0.09380199685111931,0.05403376688280529,0.053053564253081054,0.056512570727226645,0.1613791648313802,0.0038192297867178145,0.1304180372164142,0.041712986678563345
Piper excelsum,0.0682815711660535,0.05955345190987643,0.05493343026935639,0.07266457193924016,0.08190200721239457,0.060139650350909166,0.12780688445713775,0.06569051303898946,0.11139784333592936,0.08524943901037348,0.049255149078224314,0.02994060872049958,0.06664399354563852,0.0665408859653773
Coprosma dumosa,0.04569223873050807,0.05845398738782695,0.056286678444964454,0.07730500241853981,0.06770969848201423,0.15289800963827152,0.05543458337861863,0.04767560714971566,0.07542111940377727,0.05981271157855976,0.0921112535592114,0.011364939971613352,0.10323743872147235,0.09659673113490652
Fuscospora solandri,0.04472050811402413,0.04226906821888027,0.04544908103068085,0.09272423831415183,0.11959587257093207,0.04119672762234373,0.05965043694714843,0.09059205926578268,0.09687344316155723,0.03695519772630523,0.17780754053586292,0.0,0.10003538424927397,0.05213044224305664
Coprosma pseudocuneata,0.05162336490565733,0.06972357832318707,0.07807999601897167,0.07514783957255323,0.08304307895776739,0.07574458286512756,0.0605561913635059,0.06457562483815031,0.08320984535290288,0.05754678329185204,0.06535459009621086,0.0,0.07988632245655075,0.1555082019575631
Cyathea smithii,0.06960063928384747,0.06904489570395754,0.056925985740894886,0.09459763511770622,0.08989289191676539,0.058272233387792735,0.043327631769279056,0.0610275311340896,0.10451406040773074,0.0955587388923317,0.07416031800427217,0.013064128472136411,0.10188266259577192,0.06813064757342421
Lophozonia menziesii,0.051917441352933524,0.05345453496447456,0.07251356424514167,0.05880825822123534,0.13825254173949117,0.09616941917736899,0.036020077884259594,0.09787720373898605,0.1293634197322553,0.0652381840096786,0.06325520993221186,0.0037346080608283774,0.06397203241036063,0.06942350453077448
Raukaua simplex,0.08722991688454464,0.06841527771939282,0.06199412932389767,0.12216237267395921,0.20012683909034235,0.08396896138546606,0.09234002876098643,0.04327721453889512,0.052069398965373326,0.040695733287202024,0.05200104817294572,0.003909584589541209,0.045439151047048175,0.04637034356040514
Pseudopanax arboreus,0.04159481811275085,0.03708932495891902,0.0578320668565877,0.12207582749840143,0.06101711619293379,0.15623532476836308,0.09076394910051813,0.08758106645751532,0.05861298689032733,0.06340237854737232,0.064084175347063,0.005394358904280886,0.052552408990665975,0.1017641973743012
Elaeocarpus dentatus,0.08179001479442552,0.06558558973559193,0.056038029387269504,0.09904971114158895,0.11616282560265567,0.20270623355628634,0.048964663327685745,0.049413300894560676,0.049560366259068796,0.07079227003635472,0.0432768083713162,0.0053227365184297685,0.06669307778546553,0.044644372589300735
Olearia rani,0.051840314108530024,0.04965259409093516,0.07951786084664428,0.07548502121909649,0.11951719577826625,0.06374953437161142,0.05757248978959156,0.06890345461471604,0.09560529411945577,0.06193184948925197,0.07607615042643034,0.014730651329706237,0.11734654693378652,0.06807104288197793
Aristotelia serrata,0.06183966338553976,0.049261928139341674,0.058268859195270695,0.0714652531627654,0.09241769562009991,0.08884272920987285,0.10140874094365993,0.0767430862456122,0.08921852567235658,0.0585155623025074,0.11424493647776066,0.00385689413437325,0.05239095167894059,0.08152517383189903
Dacrydium cupressinum,0.0549143626269096,0.050970183657009074,0.06997875016627161,0.04760302290861207,0.13045424381613474,0.15009406594071498,0.03568778617842207,0.07176654330034485,0.0850926562927521,0.059247195739355996,0.046383956393917035,0.05689843833615511,0.08670018314671298,0.054208611496687875
Elaeocarpus hookerianus,0.05374539766917079,0.06589605663280124,0.06346082068969616,0.07153500658322513,0.11409180651205783,0.09214814406251139,0.06969265790057713,0.1332064650570006,0.06362358087241082,0.05991738796311626,0.05600016562333976,0.010438406383340261,0.060796822574126885,0.08544728147662578
Leptospermum scoparium,0.05904257631103657,0.05545700159464159,0.05677366446301377,0.10748107822222387,0.09440235273099655,0.07826871491312849,0.082573077633846,0.05571171568832034,0.08184224376061809,0.060830612207978585,0.0679606438738361,0.0162427944551356,0.08626572359509682,0.0971478005501277
Coprosma linariifolia,0.05929504187058251,0.047840632864256334,0.05816246785319089,0.06208331370922223,0.09163315884250763,0.13350632744562482,0.08188928166873746,0.057478099556459335,0.058988772218089985,0.06792168756634365,0.06748208622864937,0.001990423176892552,0.04129633431024026,0.17043237268920308
Pseudopanax linearis,0.055247727303981656,0.048863280256889484,0.0653325810427761,0.10062978776601804,0.07232977598157074,0.09188006932417607,0.04833674014826114,0.04894408684557933,0.14650073645916822,0.07290772974991917,0.1024961950643539,0.0,0.0717847128438757,0.07474657721343042
Fuchsia excorticata,0.04503796251536957,0.0494357329642716,0.042712906030646564,0.11279949169160738,0.09829900499466043,0.04152963494877679,0.03509841205064405,0.06275461897200266,0.06847887054964923,0.038110663952748494,0.046534292797006854,0.003847946683571566,0.22432987814212413,0.1310305837069207
Podocarpus laetus,0.07182555114546357,0.05512935520959742,0.0507313504721143,0.06559363895357867,0.1394735977768229,0.06874918466286413,0.04229674605588222,0.08097626042538844,0.14323880108391784,0.05136112824638925,0.06921258318912317,0.005436553266553155,0.0835214093716215,0.07245384014068341
Coprosma foetidissima,0.054477054527080834,0.042544537140236094,0.05012936123876289,0.06926576213711279,0.14173199173261478,0.1350529725960023,0.05094399029501167,0.05075271079765434,0.06148557363204108,0.06757685747257251,0.07146683118954651,0.0044957809312442315,0.09593040366894984,0.10414617264117021
Leucopogon fasciculatus,0.09887186392993347,0.04809043162297829,0.05975003515617171,0.06884375222912054,0.08203918398283393,0.10087778629630464,0.07885377976519949,0.08915542072970449,0.06639664435846009,0.07905733773613446,0.05599927058639876,0.004835443538691515,0.0848610815280556,0.082367968540013
Carpodetus serratus,0.06397952840115445,0.04563727320344153,0.029039281875687724,0.13722664825592687,0.11033771463249523,0.05608213838897011,0.10323630862180552,0.06924860656697074,0.07771366277965563,0.0500696688074286,0.09949233093580576,0.0271282530360329,0.0753855853393761,0.05542299915524885
Fuscospora cliffortioides,0.0595916516698065,0.07486192115842963,0.059484969267776085,0.07129730539051829,0.10270599902521448,0.09855682356154366,0.05384484443364749,0.06577247504173792,0.08418444060717652,0.0698106392798768,0.10055497738582533,0.00306841093877748,0.08538278761796853,0.07088275462170127
Brachyglottis repanda,0.04424889419831082,0.029922904738979537,0.03988568767758949,0.049070636998562636,0.12643274882059996,0.11736488772776771,0.07583266086314852,0.03606624233272946,0.06651019445691957,0.042750829779931304,0.09519940714946049,0.09146219854476337,0.1382671765626364,0.04698553014860082
Rubus cissoides,0.07125070091785118,0.06174448453912296,0.06781389375633877,0.0867842667789113,0.10917719793040132,0.0798125939658556,0.0639148265045824,0.05648931487968585,0.06593494185458074,0.06849822047816798,0.12565040027807253,0.003800737099964803,0.07766538048854503,0.06146304052791955
Coprosma robusta,0.05439913209925639,0.05150445079769136,0.06289942924354712,0.08512798118824963,0.10092518482999933,0.12347940120225287,0.06723189327686696,0.06922795243991518,0.08871584257406052,0.08030415468109205,0.062015472522361434,0.009012583679069451,0.07021341818796956,0.07494310327766816
Pseudowintera axillaris,0.06436571773437598,0.05861034866104506,0.05746153581561274,0.10488709921970965,0.06923372180724245,0.07680843880296537,0.06526952162635265,0.07658635327962,0.10691946816212264,0.095262352972517,0.10083092683064795,0.005270455577970724,0.06459850581993398,0.0538955536898838
Hedycarya arborea,0.05601132171425552,0.03945406517713233,0.058064199541445906,0.07938826014368128,0.0970519688012743,0.059084967493962574,0.043147418156502367,0.06093603034808718,0.07116189251423621,0.07535468590027765,0.07958714422120884,0.020952759646821847,0.1829033139147226,0.07690197242639142
Archeria traversii,0.0698748113488415,0.07103688643774934,0.07503973195767873,0.09866226286036814,0.06086087445874369,0.06671722911922404,0.12332054320055166,0.05954504995855095,0.06618307971598257,0.0683562983597144,0.08847726415413788,4.9037763705294674e-05,0.10005287168113688,0.0518240589836149
Melicytus ramiflorus,0.03907719021917652,0.042711233114407554,0.06091931815225411,0.0514220855962716,0.1141886397935288,0.1469917767543385,0.04736722530495455,0.05351535595442228,0.07962093575893807,0.06616573618320143,0.06599350595809189,0.054296221534554434,0.11129482060919572,0.06643595506666461
Cyathea medullaris,0.06504341991930401,0.04735886679142473,0.05921196538219994,0.0848630618978401,0.06223702826080993,0.09837068493274129,0.050394278637656754,0.05366030435761663,0.10598743517435508,0.06969044731245226,0.13528263369114443,0.007722907679186371,0.09746223487532474,0.06271473108794376
Coprosma autumnalis,0.051475307098364176,0.06636517928818518,0.058591795972374384,0.07735326465869696,0.13275853292464004,0.1115379788741668,0.060032360186666286,0.061339764776059055,0.06700469076506377,0.05319348827099109,0.09692480601767033,0.010937061189682878,0.0894532422270393,0.06303252775039975
Phyllocladus alpinus,0.07362827916752789,0.06204890882493713,0.06496153979053144,0.05615735539218407,0.1940096712101228,0.07552295475364611,0.052116250145298075,0.09283932639983855,0.0775907449903259,0.06711401332355017,0.06476651713858989,0.0020377340246268984,0.058238914186654236,0.05896779065216676
Myrsine divaricata,0.04437304744355028,0.04614281564324557,0.04282731456910233,0.07287094359657845,0.11906674530106315,0.08788370892631983,0.07881104506838152,0.05915379881303684,0.08730585882179212,0.040169441830749296,0.1528371869666777,0.00456660705878754,0.0960055495882399,0.06798593637247542
Pseudowintera colorata,0.06473672032409886,0.04750510592674375,0.061617353157364115,0.066700828011722,0.0915307040936893,0.09382006913199419,0.07802202571052112,0.07402894445038191,0.07682003608331306,0.054611005510625615,0.1036308522611414,0.004644969961375025,0.09675883486327636,0.08557255051375338
Coprosma ciliata,0.051870555918407016,0.05122951779223623,0.042765699302274265,0.05759586822626331,0.10504102887681238,0.16322164654590274,0.06652408554794716,0.059476853944418206,0.05691826986808293,0.06290038373455718,0.05393688505408411,0.014137557725543157,0.075833340561599,0.13854830690187245
Knightia excelsa,0.06824004497015836,0.06517158682823979,0.08079480587914734,0.0962118736817146,0.06498775289509025,0.10057034279255139,0.0467814330383004,0.06221863559167271,0.09224096603746573,0.09515597411655638,0.05743388598492277,0.01685984858509371,0.0751390844897688,0.0781937651093178
Pennantia corymbosa,0.10076667826432528,0.035926957037924805,0.07056621254888093,0.05004085006524671,0.09195632292657854,0.059823568833631775,0.1332698792477691,0.05730954009509737,0.05414212934957811,0.10151454291285045,0.11481286391678305,0.016761779907787107,0.06302192610229064,0.050086748791256144
Fuscospora fusca,0.05730052194856257,0.05249064003139159,0.08226621928972505,0.08304181022291511,0.13204390932751875,0.08526061442769942,0.047607107288871936,0.12703905377749455,0.07569263774743605,0.0584406490878783,0.056980038967206756,0.0003947483614060569,0.08541592538664988,0.05602612413524402
Quintinia acutifolia,0.1725764600152288,0.03333369196593279,0.02319329633853686,0.04854347635188378,0.10481833663635046,0.13101749641873386,0.04283516352389151,0.07516632749880645,0.09075178019582697,0.03632301465147225,0.07447817853724932,5.555774444499706e-05,0.05043726256861612,0.11646995755302583
Pterophylla racemosa,0.048699417581884744,0.05560934620999143,0.029058448875153877,0.05478079927579552,0.139480158156319,0.18611380095188113,0.05639002014333426,0.049588583287143544,0.08023564159583998,0.03102322172687115,0.06963626751936927,0.01438889788966326,0.09498304566080949,0.09001235112594333
Coprosma tenuifolia,0.10113610728726519,0.08655051081322354,0.08063134638319544,0.06413777373444554,0.09560951497601437,0.09333707418015304,0.03943392321867382,0.11796555112466413,0.05705817043408113,0.06942949868881777,0.09270635568603672,0.0037644340337184435,0.05195461062209143,0.046285128817619516
Cyathea cunninghamii,0.047705021720762845,0.04463119718002377,0.05819287271540885,0.04857855187589773,0.09902565203119411,0.12414320630930109,0.041971010770321684,0.0656534509977624,0.12984218776827317,0.04803266433829314,0.1030378749120029,0.022398611372533413,0.07954946944530968,0.08723822856291527
Dicksonia squarrosa,0.07535044011237325,0.05165604611701197,0.04138908977451813,0.10310494529327047,0.07734231899284835,0.08290395245013704,0.05940097484677924,0.05790487371874601,0.0834540421736302,0.05802633063659911,0.1183802879851876,0.007246704699982982,0.11056068921071717,0.0732793039881985
Griselinia littoralis,0.05971488566531989,0.037757661164503464,0.05636167025738127,0.047205657887460936,0.14667300527156846,0.2031379641661308,0.06027153138493667,0.0430767339691589,0.04766798176780225,0.03622988515249189,0.04137500800013162,0.014766524933298567,0.07564626540272135,0.130115224977094
Cyathea dealbata,0.042493523524257906,0.07238986483854969,0.07560063101353674,0.05968262412227761,0.08629599919656485,0.09209226885256509,0.049918913343039634,0.09686028651028561,0.07934348488790624,0.057338197737029306,0.06935255330749092,0.029950507583838725,0.09322111797147206,0.09546002711118554
Myrsine australis,0.07786266471025614,0.056091047600002254,0.061652010655489614,0.0647018282903441,0.1102478929835563,0.0540006025713124,0.06577344065635657,0.07247752795174951,0.11411494737852432,0.05626071640390034,0.05511711566869357,0.07444119046351695,0.06934681480398708,0.06791219986231087
Quintinia serrata,0.056158090990092085,0.04115070525913645,0.04214458164301025,0.08499666934636574,0.11798158582181298,0.11083073009571794,0.04983322574705054,0.08385750703405542,0.07391458964293324,0.07151386911487592,0.09507378761143978,0.004807589977061188,0.08703672224649009,0.08070034546995826
Dracophyllum longifolium,0.06288624263888248,0.051054287005790074,0.04502216508084626,0.09866849913215026,0.09076546794717397,0.08680261774119197,0.08085128091167702,0.05335844474687708,0.10036359855169102,0.05860562178104566,0.08733496362285678,0.00821793932940543,0.1057097433121013,0.07035912819831065
Myrsine salicina,0.0581833793028995,0.07644793969041633,0.07881468236909983,0.10183220751076164,0.13759175277931143,0.10400676042021384,0.029332417105664168,0.05397201065183116,0.06329325138700562,0.0735056091928658,0.10208056802741583,0.0033348390243535453,0.06932571300270807,0.04827886953545332
Schefflera digitata,0.04807940299590847,0.06178333589267809,0.04820031370833282,0.056818975941149416,0.10372649987508228,0.09944015455841419,0.05298965705186989,0.08809832743007304,0.09594322103897138,0.05478854172430085,0.09536697916271479,0.021649530388394744,0.06606331634675977,0.10705174388535024
Coprosma parviflora,0.07498206906426827,0.07798191449416161,0.06368939205473269,0.041992372439544616,0.09509627416807415,0.2321802298847796,0.034203990775292126,0.045463616926198394,0.04840441304316825,0.03499569457120056,0.09061710844659512,0.00337007030501463,0.062104892458247095,0.09491796136872284
Metrosideros diffusa,0.06206775817607496,0.06306953580799883,0.07758806534900006,0.08558449809842059,0.07321911514064393,0.07246144107744867,0.056025539525750026,0.05383026224128844,0.08868607980355181,0.06918947749776434,0.10062117448566363,0.009177025661085447,0.06279864439532687,0.12568138273998242
Geniostoma ligustrifolium,0.04901236315298339,0.04184125995927538,0.032904077584850304,0.09328879549291527,0.1085445512613931,0.03757585503321393,0.05999756699436354,0.1257803215042111,0.09074667307063022,0.07026905402945403,0.062459415364406135,0.057992867435428745,0.12813152970984212,0.041455669407032776
Kunzea ericoides,0.06415668855298443,0.05540450631956875,0.06704624393804269,0.0722268595449095,0.10479112530641049,0.12693173780823136,0.0508626715234523,0.06680156502724446,0.0845981358198505,0.08358555055672529,0.06434607913267282,0.00639873939413972,0.08086629642391353,0.07198380065185425
Metrosideros umbellata,0.050332068971514474,0.04763780079119344,0.04441083831876831,0.07890852919737774,0.12164198335860371,0.11929204691993917,0.058726338530725036,0.05984551666496542,0.08909875980863739,0.046731564693294494,0.09223540423165205,0.007598354263648193,0.07875793406056347,0.10478286018911705
Pseudopanax colensoi,0.08491472225420273,0.06142945225343485,0.0677497985211682,0.05253692291440814,0.10325123062759281,0.07749081802017077,0.04440541435027673,0.06957232807463376,0.048350838662661544,0.06532200530856705,0.08264133128525522,0.0026798940009515534,0.14155355149217946,0.09810169223449719
Beilschmiedia tawa,0.033779580777446756,0.039811085839389956,0.04035977875933722,0.08794124132328256,0.11421658872953865,0.1002166197345647,0.030271867385099807,0.051420381448160996,0.11297485323033855,0.08013260455451554,0.03198480987338134,0.014116626835872685,0.06402992956684571,0.19874403194222554
Coprosma lucida,0.05475616756270189,0.03919984738497671,0.0474703174405277,0.08361405192606669,0.08954965579040122,0.14146689865409662,0.06313864536907138,0.03817529882485821,0.0477376103210724,0.09170105203006916,0.039525408446585704,0.08040803386065921,0.06215388024142336,0.12110313214748976
Pectinopitys ferruginea,0.05567199399914503,0.0776470039652421,0.07771681385688636,0.07318682464369979,0.07961987714864456,0.08414797277768651,0.06773879270609595,0.06118165069724846,0.06259465724197703,0.0777635506166777,0.06095378391526856,0.008786702919014589,0.1352858656026163,0.07770450990979709
